sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
978,LOG-D96F47BF0EBB,2026-07-02T17:45:16+05:30,api,api-gateway,slow_response,warning,performance_risk,54,GET,/api/auth,200,4556,finance_user,10.0.0.5,sess-a6ae7308,Python-requests/2.32,db-01,production,trace-126a2502d9584a50,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/auth 200 in 4.6s (next.js: 366ms, application-code: 4538ms)"
979,LOG-F6B55513A6D1,2026-07-02T17:45:49+05:30,api,nextjs-app,slow_response,high,performance_risk,61,GET,/api/lab-proxy,200,5218,student02,192.168.2.15,sess-e0ea032e,Chrome/126 Windows,api-01,staging,trace-585685f21d85466b,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/lab-proxy 200 in 5.2s (next.js: 262ms, application-code: 4778ms)"
980,LOG-DDD4F26CAD5F,2026-07-02T17:46:17+05:30,api,nextjs-app,slow_response,high,performance_risk,49,GET,/SIEM-Learning-path,200,3463,student02,172.16.0.33,sess-04be3a23,Firefox/124 Windows,db-01,production,trace-e6a2be5194374bc5,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /SIEM-Learning-path 200 in 3.5s (next.js: 141ms, application-code: 3145ms)"
981,LOG-4BB2AB27370E,2026-07-02T17:47:39+05:30,api,payment-service,slow_response,high,performance_risk,59,POST,/SIEM-Learning-path,200,5141,api_bot,172.16.0.21,sess-0f9a85eb,Safari/17 macOS,app-02,production,trace-3a47f4e8b47c4f49,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /SIEM-Learning-path 200 in 5.1s (next.js: 379ms, application-code: 4726ms)"
982,LOG-D0FC85AD1AD5,2026-07-02T17:48:21+05:30,api,nextjs-app,slow_response,warning,performance_risk,69,GET,/api/grad2it-aws/get-recordings-url,504,3524,trainer,172.16.0.21,sess-6ec3099e,curl/8.1,gateway-01,development,trace-39a9f44975174e79,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/grad2it-aws/get-recordings-url 504 in 3.5s (next.js: 159ms, application-code: 3424ms)"
983,LOG-73D007B71038,2026-07-02T17:48:56+05:30,api,payment-service,slow_response,high,performance_risk,58,POST,/api/lab-proxy,200,5429,admin,10.0.0.5,sess-9834bba5,MobileChrome/126 Android,app-02,staging,trace-13886b87e3ec4095,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/lab-proxy 200 in 5.4s (next.js: 171ms, application-code: 5319ms)"
984,LOG-3498CA7F767F,2026-07-02T17:49:14+05:30,api,nextjs-app,slow_response,high,performance_risk,55,GET,/api/lab-proxy,200,3557,student01,172.16.0.33,sess-83078a64,Edge/126 Windows,app-02,production,trace-7e4c51c0e57b4f5e,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/lab-proxy 200 in 3.6s (next.js: 448ms, application-code: 3492ms)"
985,LOG-C2C0A82F3459,2026-07-02T17:50:06+05:30,api,api-gateway,slow_response,warning,performance_risk,54,GET,/api/grad2it-aws/get-recordings-url,504,5313,hr_user,10.0.0.8,sess-ec5e4f18,PostmanRuntime/7.37,api-01,staging,trace-a952b2e23d164373,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/grad2it-aws/get-recordings-url 504 in 5.3s (next.js: 39ms, application-code: 5017ms)"
986,LOG-91A1EF652925,2026-07-02T17:50:19+05:30,api,api-gateway,slow_response,high,performance_risk,74,GET,/api/payment,200,5652,analyst,192.168.1.11,sess-f81d8308,Python-requests/2.32,app-01,staging,trace-ce669821f4ea42dc,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/payment 200 in 5.7s (next.js: 5ms, application-code: 5483ms)"
987,LOG-B734F527B4BE,2026-07-02T17:51:39+05:30,api,nextjs-app,slow_response,high,performance_risk,50,GET,/api/reports/export,500,5880,guest,192.168.1.12,sess-95e234ac,MobileChrome/126 Android,web-01,development,trace-25c33a524f5041de,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/reports/export 500 in 5.9s (next.js: 178ms, application-code: 5787ms)"
988,LOG-5EF629546152,2026-07-02T17:51:58+05:30,api,api-gateway,slow_response,warning,performance_risk,70,GET,/api/reports/export,200,5849,guest,10.0.0.5,sess-8fa91594,BotProbe/1.0,app-02,production,trace-29dfcae1babc4b4f,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/reports/export 200 in 5.8s (next.js: 422ms, application-code: 5542ms)"
989,LOG-E38789EBCB02,2026-07-02T17:52:33+05:30,api,api-gateway,slow_response,warning,performance_risk,66,GET,/SIEM-Learning-path,200,4435,analyst,172.16.0.21,sess-871601b7,Chrome/126 Windows,app-02,staging,trace-69411054f66a491c,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /SIEM-Learning-path 200 in 4.4s (next.js: 441ms, application-code: 4130ms)"
990,LOG-4A4A78A2C06E,2026-07-02T17:52:46+05:30,api,nextjs-app,slow_response,high,performance_risk,49,GET,/api/auth,504,5019,trainer,10.0.0.8,sess-96bcb3bb,curl/8.1,app-01,staging,trace-3fcb65b52b7c4ed3,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/auth 504 in 5.0s (next.js: 329ms, application-code: 4988ms)"
991,LOG-A490FE21F34E,2026-07-02T17:53:01+05:30,api,payment-service,slow_response,high,performance_risk,52,POST,/api/auth,500,4251,admin,172.16.0.21,sess-b852fdf4,Chrome/126 Windows,gateway-01,production,trace-1ed6b3f2399a4709,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/auth 500 in 4.3s (next.js: 156ms, application-code: 4178ms)"
992,LOG-0FABD6CFE136,2026-07-02T17:53:24+05:30,api,nextjs-app,slow_response,warning,performance_risk,75,POST,/api/auth,504,4915,devops,10.0.0.8,sess-328ec26e,PostmanRuntime/7.37,worker-01,production,trace-d22e08b17d0b4c49,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/auth 504 in 4.9s (next.js: 154ms, application-code: 4706ms)"
993,LOG-291597D098CA,2026-07-02T17:54:41+05:30,api,payment-service,slow_response,high,performance_risk,63,GET,/api/auth,200,4363,student01,192.168.2.15,sess-bdec13ca,Edge/126 Windows,worker-01,staging,trace-51f8e78e3f0a4558,,,,"Review slow endpoint, database query, caching, and external service latency.","GET /api/auth 200 in 4.4s (next.js: 106ms, application-code: 4219ms)"
994,LOG-7E69F31A352C,2026-07-02T17:56:08+05:30,api,nextjs-app,slow_response,warning,performance_risk,45,POST,/api/payment,200,6012,support,192.168.1.12,sess-5bf6904a,curl/8.1,db-01,production,trace-fdb9ac2ec45941a6,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/payment 200 in 6.0s (next.js: 167ms, application-code: 5598ms)"
995,LOG-36F494CCA870,2026-07-02T17:56:52+05:30,api,api-gateway,slow_response,high,performance_risk,57,POST,/api/auth,200,3620,john,192.168.1.11,sess-9e7e5f25,Edge/126 Windows,api-01,development,trace-63bb3e5e683e41c9,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/auth 200 in 3.6s (next.js: 186ms, application-code: 3472ms)"
996,LOG-F26DD8A8064B,2026-07-02T17:57:20+05:30,api,api-gateway,slow_response,warning,performance_risk,46,POST,/api/reports/export,502,4600,manager,10.0.0.5,sess-39bb5d7f,Chrome/126 Windows,app-01,staging,trace-57c813caa0be47e0,,,,"Review slow endpoint, database query, caching, and external service latency.","POST /api/reports/export 502 in 4.6s (next.js: 50ms, application-code: 4385ms)"
997,LOG-41398BD23184,2026-07-02T17:58:03+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,74,,/login,,,guest,172.16.0.21,sess-71acae3c,MobileChrome/126 Android,web-01,staging,trace-96d6f21fb23b4bfc,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
998,LOG-543C58FD31F7,2026-07-02T17:58:16+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,53,,/SIEM-Learning-path,,,admin,192.168.1.12,sess-27495c3b,Chrome/126 Windows,app-02,development,trace-57d28205abcf491c,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at UserWalletCard component
999,LOG-58FE1B1B5CEE,2026-07-02T17:59:01+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,77,,/admin,,,guest,192.168.1.11,sess-87f17fc0,MobileChrome/126 Android,worker-01,staging,trace-36c919e249f5450f,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LandingPage component
1000,LOG-12B7E78968CC,2026-07-02T17:59:33+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,62,,/admin,,,keerthi,192.168.1.12,sess-9fc4837c,MobileChrome/126 Android,app-01,development,trace-13ed14c692b44113,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at ScheduleBanner component
1001,LOG-114D2F65CBCF,2026-07-02T17:59:44+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,76,,/admin,,,support,192.168.2.15,sess-c1ddc581,Chrome/126 Windows,app-02,development,trace-8201d1edba5545d2,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at DashboardChart component
1002,LOG-B8544C25CDE5,2026-07-02T18:00:19+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,74,,/profile,,,john,10.0.0.8,sess-03e01570,Edge/126 Windows,app-01,development,trace-041a4a8e45234d81,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at ScheduleBanner component
1003,LOG-44BBA966EB0B,2026-07-02T18:00:42+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,57,,/admin,,,trainer,192.168.1.11,sess-fc6f1ab1,Edge/126 Windows,app-01,development,trace-1f84cca5d74d42b8,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at DashboardChart component
1004,LOG-B415F0E20C30,2026-07-02T18:01:05+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,51,,/admin,,,guest,192.168.1.10,sess-8eb754df,MobileChrome/126 Android,api-01,staging,trace-dfde651248104c11,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at ScheduleBanner component
1005,LOG-6083A416F019,2026-07-02T18:01:19+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,59,,/billing,,,hr_user,192.168.2.15,sess-f704cc1f,Edge/126 Windows,worker-01,development,trace-0c3e5f2f87334e7c,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LearningJourney component
1006,LOG-FA1A0F0706DD,2026-07-02T18:01:42+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,53,,/reports,,,student02,192.168.1.11,sess-e4a59740,MobileChrome/126 Android,app-02,production,trace-44d4336f29d84212,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LearningJourney component
1007,LOG-3996C543E578,2026-07-02T18:02:18+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,58,,/admin,,,student01,172.16.0.21,sess-9b71e680,Edge/126 Windows,db-01,development,trace-66f975ed81264a3d,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at ScheduleBanner component
1008,LOG-B729ADD5D0A1,2026-07-02T18:03:05+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,78,,/SIEM-Learning-path,,,api_bot,172.16.0.21,sess-245c0963,Chrome/126 Windows,api-01,production,trace-5579c29781524315,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at ScheduleBanner component
1009,LOG-CEB79FFC3CC1,2026-07-02T18:03:16+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,58,,/profile,,,support,192.168.1.10,sess-d4263446,MobileChrome/126 Android,worker-01,production,trace-cdc560079add4e48,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at ScheduleBanner component
1010,LOG-80BE0F9A4FC1,2026-07-02T18:03:39+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,70,,/courses,,,support,10.0.0.5,sess-80e8a754,Chrome/126 Windows,api-01,staging,trace-d24c6af00e394f3b,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1011,LOG-E95B4FEDA454,2026-07-02T18:04:01+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,65,,/learning-paths,,,support,192.168.1.12,sess-7feb97e2,MobileChrome/126 Android,db-01,production,trace-7473ed0ff40f4fcd,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at ScheduleBanner component
1012,LOG-66BC1139EA09,2026-07-02T18:04:43+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,73,,/reports,,,finance_user,172.16.0.33,sess-fcb1c47f,MobileChrome/126 Android,api-01,staging,trace-36299f32c44b4136,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at DashboardChart component
1013,LOG-38B478A3B8A3,2026-07-02T18:05:27+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,72,,/billing,,,guest,192.168.1.12,sess-d9f54866,Chrome/126 Windows,gateway-01,production,trace-6241669c8a5e488b,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LandingPage component
1014,LOG-9C8BC689455F,2026-07-02T18:06:24+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,77,,/billing,,,support,192.168.1.10,sess-26e79dcb,Edge/126 Windows,gateway-01,development,trace-0830bbc6c24a4c78,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1015,LOG-B2FB3AC8EFAA,2026-07-02T18:06:52+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/login,,,manager,192.168.1.10,sess-604c7ac0,Edge/126 Windows,db-01,development,trace-40dbbed5303447b0,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LearningJourney component
1016,LOG-A3A06E167243,2026-07-02T18:07:46+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,65,,/learning-paths,,,admin,10.0.0.5,sess-bd882e4b,Chrome/126 Windows,api-01,development,trace-56fb6600ae6c4541,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at ScheduleBanner component
1017,LOG-A1DDC5B9EA18,2026-07-02T18:08:27+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,63,,/learning-paths,,,student02,172.16.0.33,sess-37743174,Edge/126 Windows,app-02,production,trace-cdbe4a68f9da4e7e,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1018,LOG-F6C016FFD235,2026-07-02T18:08:46+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,67,,/login,,,analyst,192.168.1.10,sess-828850cd,Chrome/126 Windows,api-01,production,trace-ca471f00ae1d4023,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at AdminMemberModal component
1019,LOG-5E5EC530A634,2026-07-02T18:09:20+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,56,,/admin,,,student02,192.168.1.10,sess-3b54c658,MobileChrome/126 Android,api-01,staging,trace-bcbc6cb70d24470e,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at AdminMemberModal component
1020,LOG-0E5D2F28F5F9,2026-07-02T18:09:58+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,73,,/dashboard,,,admin,10.0.0.8,sess-6b4d4785,Edge/126 Windows,db-01,production,trace-bada298a540b4061,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at DashboardChart component
1021,LOG-C12DB09F1D39,2026-07-02T18:10:44+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,72,,/login,,,john,192.168.1.12,sess-74466c28,Chrome/126 Windows,gateway-01,development,trace-4906aacb7cc74527,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1022,LOG-0D68C7C014D2,2026-07-02T18:11:44+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,70,,/dashboard,,,admin,172.16.0.21,sess-baf6403d,Edge/126 Windows,app-01,production,trace-b92d6645324a41a2,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LandingPage component
1023,LOG-BC370144BF35,2026-07-02T18:12:32+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/login,,,finance_user,172.16.0.21,sess-54edd944,Edge/126 Windows,db-01,staging,trace-6ee0a0d429fa4864,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at UserWalletCard component
1024,LOG-0F68B17F97B0,2026-07-02T18:13:00+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/login,,,student02,192.168.1.11,sess-242073d2,MobileChrome/126 Android,app-02,production,trace-d364ab59088d4b73,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at AdminMemberModal component
1025,LOG-2ADE2B86BB1F,2026-07-02T18:13:19+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,72,,/settings,,,analyst,10.0.0.8,sess-ee4aa981,MobileChrome/126 Android,gateway-01,development,trace-c48bb143a7e24458,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LearningJourney component
1026,LOG-1788CCF130C9,2026-07-02T18:14:10+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,50,,/admin,,,devops,192.168.1.10,sess-6fba6a38,Chrome/126 Windows,api-01,staging,trace-94c9569864f84271,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at UserWalletCard component
1027,LOG-3B60808BBEDA,2026-07-02T18:14:25+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,71,,/admin,,,devops,192.168.1.11,sess-a2d6a208,MobileChrome/126 Android,db-01,staging,trace-5417f5688e4c4900,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at UserWalletCard component
1028,LOG-B2B206DA2A6E,2026-07-02T18:14:58+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,76,,/courses,,,john,192.168.2.15,sess-7b7e54e2,Edge/126 Windows,db-01,development,trace-5f2a2b7a4e0b4340,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at DashboardChart component
1029,LOG-6208167A16ED,2026-07-02T18:15:28+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,55,,/SIEM-Learning-path,,,hr_user,192.168.1.12,sess-37822712,MobileChrome/126 Android,web-01,staging,trace-4c706873c1ec444a,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at AdminMemberModal component
1030,LOG-987158FC211B,2026-07-02T18:16:13+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,51,,/settings,,,manager,172.16.0.33,sess-67b81214,MobileChrome/126 Android,app-01,development,trace-e6f004cf35444757,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at UserWalletCard component
1031,LOG-41BF81FC7AA6,2026-07-02T18:17:11+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,55,,/learning-paths,,,devops,172.16.0.33,sess-319916f5,Chrome/126 Windows,worker-01,development,trace-187569f691194c1a,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LearningJourney component
1032,LOG-4F27CAF9B7DD,2026-07-02T18:17:27+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,55,,/SIEM-Learning-path,,,devops,172.16.0.21,sess-8a1b1d6c,Edge/126 Windows,api-01,production,trace-88865505796e41a1,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at LearningJourney component
1033,LOG-5E82F96B9595,2026-07-02T18:17:46+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,75,,/billing,,,trainer,10.0.0.8,sess-eebec6e7,Edge/126 Windows,app-01,production,trace-0e75004a2f1c4ff1,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1034,LOG-9F00A2EDFA2A,2026-07-02T18:18:35+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,58,,/billing,,,admin,10.0.0.8,sess-5557c88d,Edge/126 Windows,gateway-01,development,trace-828529feee7a4268,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1035,LOG-627D1BC298DA,2026-07-02T18:19:00+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,76,,/learning-paths,,,guest,192.168.1.11,sess-30a28276,Edge/126 Windows,worker-01,production,trace-e5466af3f2034b91,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
1036,LOG-CF8990481477,2026-07-02T18:19:40+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,57,,/learning-paths,,,guest,172.16.0.21,sess-2ca9c422,Edge/126 Windows,app-02,staging,trace-3571c009d45c4d3b,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LandingPage component
1037,LOG-B87FE036B3FD,2026-07-02T18:20:12+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,52,,/admin,,,devops,10.0.0.5,sess-0b4ff3aa,Edge/126 Windows,web-01,development,trace-e6ab027090684d34,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at AdminMemberModal component
1038,LOG-0823F3CD84D8,2026-07-02T18:21:10+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,78,,/courses,,,student02,10.0.0.8,sess-8ff1bf79,MobileChrome/126 Android,gateway-01,staging,trace-da15387e647a4daf,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LearningJourney component
1039,LOG-2E49462F178F,2026-07-02T18:21:41+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,70,,/settings,,,analyst,192.168.1.11,sess-40746ce6,Edge/126 Windows,worker-01,production,trace-e327c7c02994460b,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: ChunkLoadError: Loading chunk failed at DashboardChart component
1040,LOG-8AEB37902564,2026-07-02T18:22:33+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,57,,/billing,,,support,192.168.1.10,sess-69fdfbbb,MobileChrome/126 Android,app-02,development,trace-0cfbe892c85948e7,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at ScheduleBanner component
1041,LOG-AEE89ACB854F,2026-07-02T18:22:48+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,75,,/profile,,,support,172.16.0.21,sess-6bb82f23,MobileChrome/126 Android,db-01,production,trace-c52fd9e99029495b,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LearningJourney component
1042,LOG-B56EA3A4789A,2026-07-02T18:23:43+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,65,,/dashboard,,,student01,192.168.1.10,sess-987e87be,MobileChrome/126 Android,db-01,development,trace-c38f9dddcf754e27,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: TypeError: Failed to fetch at LandingPage component
1043,LOG-8D7370BA3C6B,2026-07-02T18:23:52+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,73,,/learning-paths,,,trainer,192.168.2.15,sess-6684bcce,MobileChrome/126 Android,gateway-01,development,trace-4b3e88bbe8f044d8,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Unhandled Runtime Error: Cannot read properties of undefined at LandingPage component
1044,LOG-E02EEA77B2D7,2026-07-02T18:24:08+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,55,,/learning-paths,,,student01,192.168.1.11,sess-ff500642,Edge/126 Windows,api-01,staging,trace-9f9010597fb147cf,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
1045,LOG-0A3575AE7BD9,2026-07-02T18:24:40+05:30,frontend,frontend-browser,runtime_error,high,frontend_runtime_risk,74,,/login,,,support,192.168.1.10,sess-149b2a0a,Edge/126 Windows,web-01,development,trace-5a35cf6bc34443e1,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at LearningJourney component
1046,LOG-3EFBCA31E68A,2026-07-02T18:25:32+05:30,frontend,frontend-browser,runtime_error,warning,frontend_runtime_risk,70,,/reports,,,trainer,192.168.2.15,sess-96422925,MobileChrome/126 Android,app-01,production,trace-c19bb9fdb4e542fe,,,,"Check SSR/client rendering consistency, dynamic date usage, and browser runtime stack trace.",[browser] Uncaught Error: Hydration failed because the server rendered text did not match the client at DashboardChart component
